counts_M1,counts_M3,counts_M6,counts_F3,counts_F4,counts_F9
-0.7874374072057208,-0.7940213320151331,-0.7861206222438383,1.581458739220854,-0.003950354885647428,0.7940213320151331
-0.8797494765291555,-0.8441526769008081,-0.8543231910803359,0.7780443347338774,0.4068205671811123,1.4187867280441293
-0.9087526831692793,-0.8159438985051827,-0.9280878466409661,1.0324977293880748,0.4756450214034951,1.1639768409955449
-0.8672898911053196,-0.9577468013659882,-0.8596147593256266,1.1194727924380927,0.5443861326596602,1.0207925266991815
-0.8366845422248201,-0.8730621310172036,-0.8075824711909134,0.5456638318857523,0.41834227111241007,1.5533230414347747
-0.8943873113608559,-0.9483589594602179,-0.8327054278187279,0.7690959854159084,0.6418771006102694,1.2664061714743153
-0.8984901833987462,-0.8952983887863173,-0.8761476211117436,0.9304081295230355,0.5282420083569893,1.2160737473354255
-0.9173812730080709,-0.8930260179724584,-0.8930260179724584,0.9417365280436835,0.6697695134793438,1.108164104120369
-0.7884933520180267,-0.801827512424194,-0.7484908707995248,1.4614239805159368,-0.13334160406167306,1.010729358787482
-0.9151855431503844,-0.9548284812818985,-0.8189098362595642,1.1756962794431918,0.6071032810997599,0.9106549216496398
-0.8865593022722814,-0.9103595519977118,-0.8449088652527782,0.7497078663510568,0.5771560558416865,1.332813984624101
-0.949839255772562,-0.921902807073369,-0.8380934609757901,1.0112994429107867,0.7151730866993409,1.005712153170948
-0.8961718955690088,-0.9054107810903388,-0.8084024831163739,0.9469857659363238,0.3603165353318695,1.3026828585075283
-0.9832913959748143,-0.8665972808883091,-0.8417280432469227,0.931639902411935,0.615991886194339,1.1516370046241988
-0.9235465246656024,-0.8692202585088022,-0.8130206728293539,1.393749724850321,0.46083660257147707,0.7586944066725537
-0.9115860713885027,-0.9712535233339319,-0.8386591856774225,0.9646238064511065,0.7226391402279766,1.034235833720774
-0.7765645605151575,-0.8346797755209692,-0.7845554025784567,1.191361907619138,-0.0806348608205636,1.2879784525662996
-0.8767288588357826,-0.9610297106469156,-0.8362644499664388,1.0520746306029392,0.5058051108667977,1.1161432779794
-0.878434969414774,-0.9377886835644208,-0.8428227409249858,1.009013140543997,0.4748297131971751,1.181138911577973
-0.8473546809050191,-0.920056709740065,-0.8072432167201661,0.6016719627727946,0.49888633579910885,1.4740963087933467
-0.9099514728673805,-0.792790339021795,-0.9841535243029179,0.5838529836638343,1.1579425395072032,0.9450998130210562
-0.8439969711858053,-0.9546543518523887,-0.8402458735360906,0.7202107487452205,0.5682912939317756,1.352270702722146
-0.8312721602479937,-0.9819706220473375,-0.87988456728004,1.0613708868663467,0.5784876436813523,1.0532688190276722
-0.887631879734436,-0.9522487598683604,-0.8128123343162077,1.0508745242832978,0.4421154956531674,1.159702953982539
-0.9846545865900043,-0.8651576707417028,-0.874717424009567,0.955975326786412,0.7838997679648578,0.9942143398578684
-0.8963279287562921,-0.9447780870674429,-0.8478777704451411,0.9690031662230184,0.714639835089476,1.0659034828453202
-0.8444104410651327,-0.9001733947203774,-0.772715214936961,0.7109776591043688,0.2987301088673819,1.511574350868952
-0.9170043384596774,-0.9606712117196621,-0.8384039665917051,1.0130714596316437,0.7860037186797235,0.9432044624156682
-0.8734224069588948,-0.8961087032435414,-0.8167066662472783,0.8167066662472783,0.4310396294082858,1.3838640733634437
-0.8409150743202365,-0.892190383730007,-0.794767295851443,0.3896923515142559,0.6153037129172462,1.5280042204111615
-0.856851891457108,-0.9667046980541733,-0.8376276503026217,0.8238960494779886,0.5657419539748855,1.2770388766908822
-0.8720586850584946,-0.9365299497126245,-0.7872280736714815,0.726150033472832,0.4512988525789096,1.418367822390859
-0.9035692961264873,-0.9502481527529479,-0.7702011343365999,0.5934883199649991,0.6485026867033276,1.383694678570082
-0.8034991871217476,-0.9627347891253741,-0.9279591978832028,1.0277102359199575,0.5866093154271529,1.0798736227832144
-0.8465538003505395,-0.8332222444395074,-0.7465671310177986,0.45327290097509204,0.33995467573131904,1.6464471550124666
-0.8521271792443343,-0.9704781763616029,-0.8126768468719114,0.6759156946475121,0.604905096377151,1.3597214557695088
-0.7868001141484574,-0.9498447355040162,-0.8415789726704518,0.5087715680651272,0.6061849155311267,1.4643009020950108
-0.8465791086432501,-0.8738881121478711,-0.8329246068909396,1.0309148822994416,0.21164477716081254,1.3108321682218067
-0.9037279732431169,-0.9478122646208299,-0.7788224810062634,1.0616966840132553,0.4114533861919882,1.1755811034056804
-0.8393574904002292,-0.9373369639878046,-0.7936337360593607,1.4043724547552474,0.3320415493801166,0.8393574904002292
-0.9443699330874624,-0.830394251507941,-0.8955232124105247,1.156039056020859,0.7327008101540656,0.8629587319592329
-0.6982229384936658,-0.7291177587809962,-0.6920439744361997,0.38927473562036236,-0.07414756868959282,1.8289733610099563
-0.828863477903289,-0.9866720048350539,-0.8834327816086656,1.0368167704021567,0.615010801220056,1.0515652308630694
-0.8718018943956722,-0.8579196986250405,-0.7746265240012502,1.3882195770631724,0.14715127516869628,0.9773065822524734
-0.9415327787434467,-0.9595009615438941,-0.7726318604192406,1.1284018798681001,0.5570136668138711,1.0062182368250574
-0.8564369974369849,-0.8830447488136679,-0.8830447488136679,1.2522272991651449,0.37417150373460506,0.9994536610866561
-0.8788532951065003,-1.0063002986264762,-0.808491928579847,1.0766616651531296,0.5907699642332216,1.0262138929264726
-0.7971080998961675,-0.9504667052453183,-0.8238566938524147,0.5652869522753582,0.5367551187220277,1.474739146787764
-0.9539404167316532,-0.7730206825239259,-0.7988663588393154,0.7095812952043331,0.32189615047348885,1.4990492262925978
-0.8289930618051757,-0.8808051281679993,-0.7845827192084699,0.6957620340150582,0.2590603318141174,1.5395585433524692
-0.8467794784583192,-0.869665410308544,-0.7781216829076447,0.7666787169825323,0.22885931850224844,1.5104715021148398
-0.6812327173157415,-0.7471584641527488,-0.7071522417131973,1.7771778249907764,-0.17749239533040412,0.5364214614429991
-0.8376872474386237,-0.9792681906676868,-0.8180232275456982,0.7079047161453158,0.5820549888305929,1.3528845686332702
-0.738319186725879,-0.9110144348396441,-0.8503159494995027,1.5217593714037216,0.2586400061175051,0.7205930803876076
-0.8860944185581967,-1.0015503639880068,-0.7906135501923676,0.8407509936229598,0.6108378566165387,1.2274684855816318
-0.8612551874654064,-0.8809785887050722,-0.7231913787877459,0.4207658931128703,0.4569254620522576,1.604169967492818
-0.9829713999511918,-0.820403053036187,-0.7674738238080459,1.4385408372362634,0.3931885599804767,0.7400640443863299
-0.9615728856694313,-0.9786220503089603,-0.7706222417067073,0.9070155588229388,0.7399337453555553,1.0740973722903222
-0.9208806426589669,-0.9483696170666972,-0.7696912834164499,1.0995589763092142,0.4604403213294834,1.1133034635130794
-0.6634422435822075,-0.7237551748169536,-0.7287812524198491,1.8596487130713393,0.20606918171871597,0.06533900883764165
-0.943108795544276,-0.7482106556594694,-0.8853000252394605,1.2305009679167873,0.2609653059474529,1.0884565608820977
-0.8719700708895229,-0.9809663297507133,-0.7805538537801374,1.0477704884075718,0.4078569686418736,1.18489481407165
-0.8688272245908423,-0.7390928426383636,-0.9435227778362089,0.9474541227438598,0.2673314537202592,1.3563139931395503
-0.930088980016681,-0.8956412400160633,-0.786034794559552,1.280829605477517,0.36326707637015154,0.9707999454719567
-0.9672644401191278,-0.9566351605573791,-0.7865666875694006,0.7865666875694006,0.9778937196808765,0.9778937196808765
-0.8847251113348783,-0.9239791265135588,-0.756394677096884,1.3542635236644809,0.27477810625076426,0.9390768246592053
-0.8141862204660592,-0.8941063402664086,-0.7592411381033191,0.8591412878537558,0.14985022462565506,1.483517223793985
-0.8520254607590019,-0.949046993557646,-0.7638240673056891,1.4323906296818003,0.34927751807511875,0.7849924017344841
-0.9244828244533569,-0.9693606314656559,-0.8257516490262994,1.0770673682951732,0.8167760876238397,0.8347272104287592
-0.8213507144957611,-0.9467282378923103,-0.7829698399866134,0.9339346130559277,0.2507550467930984,1.3714765824602118
-1.0518384475939773,-0.7456070008261105,-0.8609985604777705,0.7234163162777144,0.6879112210002806,1.2648690192585803
